
name,image_url
Laaksolahden Jalkapalloseura,https://cdn.torneopal.net/logo/palloliitto/2631x.png
Laatukäpytikka,https://cdn.torneopal.net/logo/palloliitto/6046x.png
Laatusetti FC,https://cdn.torneopal.net/logo/palloliitto/1089x.png
LAGER UNITED,https://cdn.torneopal.net/logo/palloliitto/4378x.png
LAHDEN EROTUOMARIKERHO,https://cdn.torneopal.net/logo/palloliitto/2657x.png
Lahden Reipas,https://cdn.torneopal.net/logo/palloliitto/2658x.png
Lahden United,https://cdn.torneopal.net/logo/palloliitto/5804x.png
Laihia United,https://cdn.torneopal.net/logo/palloliitto/5800x.png
LAIHIAN LUJA,https://cdn.torneopal.net/logo/palloliitto/3103x.png
Laitilan Jyske,https://cdn.torneopal.net/logo/palloliitto/2864x.png
Laitumen Pallo,https://cdn.torneopal.net/logo/palloliitto/3411x.png
LAIVAKANKAAN FUTIS KLUBI,https://cdn.torneopal.net/logo/palloliitto/2932x.png
LAMMIN VETO,https://cdn.torneopal.net/logo/palloliitto/2836x.png
LAMMINPÄÄN PALLOPELI PROJEKTI,https://cdn.torneopal.net/logo/palloliitto/3163x.png
LAPIN LEGIOONA,
Lapinlahden Pallo-95,https://cdn.torneopal.net/logo/palloliitto/2965x.png
LAPPAJÄRVEN VEIKOT,https://cdn.torneopal.net/logo/palloliitto/4178x.png
Lappeen Jalkapalloklubi,https://cdn.torneopal.net/logo/palloliitto/3322x.png
LAPPEENRANNAN EROTUOMARIKERHO,
Lappeenrannan Pallopantterit,https://cdn.torneopal.net/logo/palloliitto/6916x.png
Lappfjärd Ungdomsförening,https://cdn.torneopal.net/logo/palloliitto/6016x.png
LaPro Legendat,
Lapuan Ponnistus-90,https://cdn.torneopal.net/logo/palloliitto/3104x.png
Lapuan Virkiä,https://cdn.torneopal.net/logo/palloliitto/3105x.png
Larsmo Bollklubb,https://cdn.torneopal.net/logo/palloliitto/3005x.png
LASKURIT,
Lassilan Torpedo FK,https://cdn.torneopal.net/logo/palloliitto/4589x.png
Lasten Urheiluyhdistys,https://cdn.torneopal.net/logo/palloliitto/5203x.png
Laturi,https://cdn.torneopal.net/logo/palloliitto/4607x.png
Latvia,https://cdn.torneopal.net/logo/palloliitto/4146x.png
LAUTP,https://cdn.torneopal.net/logo/palloliitto/258x.png
Lauttakylän Luja,https://cdn.torneopal.net/logo/palloliitto/3053x.png
Lavilan Kisa,https://cdn.torneopal.net/logo/palloliitto/5845x.png
Lehmon Pallo-77,https://cdn.torneopal.net/logo/palloliitto/2966x.png
Lehtimäen Jyske,https://cdn.torneopal.net/logo/palloliitto/3106x.png
LeKi-futis Lempäälän Palloseura,https://cdn.torneopal.net/logo/palloliitto/2837x.png
LEMLANDS IDROTTSFÖRENING,https://cdn.torneopal.net/logo/palloliitto/3129x.png
Leppävaaran Pallo,https://cdn.torneopal.net/logo/palloliitto/95x.png
Leppävaaran vireä,
Leppäveden Leppä,https://cdn.torneopal.net/logo/palloliitto/3035x.png
Liechtenstein,https://cdn.torneopal.net/logo/palloliitto/4147x.png
Liedon Pallo,https://cdn.torneopal.net/logo/palloliitto/2865x.png
Liettua,https://cdn.torneopal.net/logo/palloliitto/4032x.png
LIEVESTUOREEN KISA,https://cdn.torneopal.net/logo/palloliitto/3036x.png
Liffen,https://cdn.torneopal.net/logo/palloliitto/475x.png
Liikunnan Riemu,https://cdn.torneopal.net/logo/palloliitto/2442x.png
LIISA IHMEMAASSA,https://cdn.torneopal.net/logo/palloliitto/5114x.png
Liitosalueen Pallo,https://cdn.torneopal.net/logo/palloliitto/3468x.png
Liljendal Idrottsklubb,https://cdn.torneopal.net/logo/palloliitto/2902x.png
Limingan Pallokarhut,https://cdn.torneopal.net/logo/palloliitto/3534x.png
LiPaSe,
Liry,https://cdn.torneopal.net/logo/palloliitto/670x.png
Littoisten Työväen Urheilijat,https://cdn.torneopal.net/logo/palloliitto/2866x.png
Lohikosken Pallokerho,https://cdn.torneopal.net/logo/palloliitto/3246x.png
Lohjan Pallo,https://cdn.torneopal.net/logo/palloliitto/294x.png
Lohtajan Veikot,https://cdn.torneopal.net/logo/palloliitto/3006x.png
Loihde Analytics,
Loimaan Palloseura,https://cdn.torneopal.net/logo/palloliitto/2867x.png
LOISKE LADIES,https://cdn.torneopal.net/logo/palloliitto/4945x.png
Lokomotiv,https://cdn.torneopal.net/logo/palloliitto/944x.png
Los Lagartos,
Los Locos,https://cdn.torneopal.net/logo/palloliitto/4591x.png
Los Pallos Hermanos,
Los Torpedos,
Louheen lupaus,https://cdn.torneopal.net/logo/palloliitto/1091x.png
Lumipolar,
LUONETJÄRVEN VARUSKUNNAN URHEILIJAT,https://cdn.torneopal.net/logo/palloliitto/5391x.png
Luton,https://cdn.torneopal.net/logo/palloliitto/947x.png
Luumäen Pojat,https://cdn.torneopal.net/logo/palloliitto/2903x.png
Luvian Veto,https://cdn.torneopal.net/logo/palloliitto/3054x.png
Luxemburg,https://cdn.torneopal.net/logo/palloliitto/5294x.png
LvGr Upgrade,
Lytisen Ponnistus,https://cdn.torneopal.net/logo/palloliitto/5034x.png
Lännen Torpedo,https://cdn.torneopal.net/logo/palloliitto/5058x.png
LÄNSI-UUDENMAAN EROTUOMARIKERHO,
Länsiväylän Dynamo,https://cdn.torneopal.net/logo/palloliitto/4008x.png
Lönkan Ritarit,https://cdn.torneopal.net/logo/palloliitto/5253x.png
Maanalainen Pallokerho,https://cdn.torneopal.net/logo/palloliitto/4594x.png
Mafiaveljet FC,https://cdn.torneopal.net/logo/palloliitto/5425x.png
Magen Akatemia harraste,
Mahnalan Marjastajat,https://cdn.torneopal.net/logo/palloliitto/5647x.png
MAISAKAARINAT,
Major,
Malax Idrottsförening,https://cdn.torneopal.net/logo/palloliitto/3107x.png
Malesia,https://cdn.torneopal.net/logo/palloliitto/5297x.png
MALLASKUNTA FC,https://cdn.torneopal.net/logo/palloliitto/5120x.png
Malmi United,https://cdn.torneopal.net/logo/palloliitto/5112x.png
Malmin Palloseura,https://cdn.torneopal.net/logo/palloliitto/7x.png
Malmin Ponnistajat,https://cdn.torneopal.net/logo/palloliitto/818x.png
MALMINKARTANON PETO,https://cdn.torneopal.net/logo/palloliitto/146x.png
MalmiVice,https://cdn.torneopal.net/logo/palloliitto/5744x.png
Malta,https://cdn.torneopal.net/logo/palloliitto/4034x.png
Mambot,
Mammutti,https://cdn.torneopal.net/logo/palloliitto/5668x.png
Man Chest United,https://cdn.torneopal.net/logo/palloliitto/4596x.png
Mando United,https://cdn.torneopal.net/logo/palloliitto/6138x.png
Mansen Tornado,https://cdn.torneopal.net/logo/palloliitto/6067x.png
MaPS Capitals,https://cdn.torneopal.net/logo/palloliitto/2472x.png
Marketit FC,
MARMIKSEN KUULA,https://cdn.torneopal.net/logo/palloliitto/197x.png
Marokko,https://cdn.torneopal.net/logo/palloliitto/5295x.png
Martin Palermo,https://cdn.torneopal.net/logo/palloliitto/4597x.png
Marttilan Murto,https://cdn.torneopal.net/logo/palloliitto/2868x.png
Masiina,
Maskun Palloseura,https://cdn.torneopal.net/logo/palloliitto/2869x.png
Matinkylän Pallohait,https://cdn.torneopal.net/logo/palloliitto/4598x.png
Maunulan Pallo,https://cdn.torneopal.net/logo/palloliitto/707x.png
MD Alumni,https://cdn.torneopal.net/logo/palloliitto/2708x.png
Me nuoret,
Me-säätiö,https://cdn.torneopal.net/logo/palloliitto/5199x.png
Medifamilia,
Meksiko,https://cdn.torneopal.net/logo/palloliitto/5296x.png
Mellakka FC,https://cdn.torneopal.net/logo/palloliitto/4196x.png
Melle,
Mellunmäen Rangers,https://cdn.torneopal.net/logo/palloliitto/4599x.png
Mensi FC,https://cdn.torneopal.net/logo/palloliitto/4600x.png
Merihaan TyPo,https://cdn.torneopal.net/logo/palloliitto/1111x.png
Merikarvian Into,https://cdn.torneopal.net/logo/palloliitto/3056x.png
Merilappi United,https://cdn.torneopal.net/logo/palloliitto/193x.png
Merimaskun Ahto,https://cdn.torneopal.net/logo/palloliitto/2888x.png
Messukylä United,https://cdn.torneopal.net/logo/palloliitto/5441x.png
Mestarit areenalla,
MIAU-MIEHET,https://cdn.torneopal.net/logo/palloliitto/2555x.png
MIGFutis,https://cdn.torneopal.net/logo/palloliitto/4602x.png
Mikkelin alueen harrasteliigat,https://cdn.torneopal.net/logo/palloliitto/2987x.png
MIKKELIN EROTUOMARIKERHO,
Mikkelin Pallo-Kissat,https://cdn.torneopal.net/logo/palloliitto/2904x.png
Mikkelin Palloilijat,https://cdn.torneopal.net/logo/palloliitto/2905x.png
Mikäford FC,https://cdn.torneopal.net/logo/palloliitto/4603x.png
MILLBROOK FC,https://cdn.torneopal.net/logo/palloliitto/4955x.png
MINÄ OTAN OMANI,
Miss Kyntäjät,https://cdn.torneopal.net/logo/palloliitto/1162x.png
MJK Originals,https://cdn.torneopal.net/logo/palloliitto/4604x.png
MK United,https://cdn.torneopal.net/logo/palloliitto/5544x.png
MKP,https://cdn.torneopal.net/logo/palloliitto/5095x.png
MLHF Football Club,
Moka Juniors,https://cdn.torneopal.net/logo/palloliitto/5890x.png
Moldova,https://cdn.torneopal.net/logo/palloliitto/4160x.png
MondayFooty,https://cdn.torneopal.net/logo/palloliitto/4605x.png
Mondial Stars,
Monte Calcio CF,
Montenegro,https://cdn.torneopal.net/logo/palloliitto/4148x.png
Morbid United,
Mosaïc TOAS FC,https://cdn.torneopal.net/logo/palloliitto/5406x.png
Mouhijärven Malli,https://cdn.torneopal.net/logo/palloliitto/3068x.png
MSM URHEILUSEURA RY,https://cdn.torneopal.net/logo/palloliitto/4068x.png
Muholan Jalkapallokerho,https://cdn.torneopal.net/logo/palloliitto/3007x.png
Muki United,https://cdn.torneopal.net/logo/palloliitto/6071x.png
Mullit,
Multi Talented FC,https://cdn.torneopal.net/logo/palloliitto/4968x.png
MultiAnts,https://cdn.torneopal.net/logo/palloliitto/3037x.png
Munkkiniemi United,https://cdn.torneopal.net/logo/palloliitto/4608x.png
Munsala United,https://cdn.torneopal.net/logo/palloliitto/3370x.png
Musan Salama,https://cdn.torneopal.net/logo/palloliitto/3057x.png
MUSTA TUNTUU,
Musta-Pekka,
Muuramen Yritys,https://cdn.torneopal.net/logo/palloliitto/3038x.png
Muutamat Muskettisoturit,https://cdn.torneopal.net/logo/palloliitto/2783x.png
Mynämäen Pallo -53,https://cdn.torneopal.net/logo/palloliitto/2870x.png
MYPA,https://cdn.torneopal.net/logo/palloliitto/3479x.png
Myrskylän Myrsky,https://cdn.torneopal.net/logo/palloliitto/2801x.png
Månsas United,https://cdn.torneopal.net/logo/palloliitto/3696x.png
Mäkelänrinteen lukion urheilukerho,
Männistön Elo,https://cdn.torneopal.net/logo/palloliitto/3734x.png
Mäntsälän Urheilijat,https://cdn.torneopal.net/logo/palloliitto/346x.png
Mäntyharjun Jäntevä,https://cdn.torneopal.net/logo/palloliitto/2986x.png
Mäntyluodon Kiri,https://cdn.torneopal.net/logo/palloliitto/3055x.png
Mäntylän Pallo,
Mäntän Valo,https://cdn.torneopal.net/logo/palloliitto/2838x.png
N3 Rasvanpolttajat,
Naantalin Jäykkä,https://cdn.torneopal.net/logo/palloliitto/6118x.png
Naapurin Pojat,https://cdn.torneopal.net/logo/palloliitto/4610x.png
Nakkilan Nasta,https://cdn.torneopal.net/logo/palloliitto/3058x.png
NAMUPASSI,https://cdn.torneopal.net/logo/palloliitto/5127x.png
NANCY GÖÖS FC,https://cdn.torneopal.net/logo/palloliitto/4929x.png
NASSUKAT,
Nastolan Naseva,https://cdn.torneopal.net/logo/palloliitto/2789x.png
Nastolan Nopsa,https://cdn.torneopal.net/logo/palloliitto/310x.png
Nations United,https://cdn.torneopal.net/logo/palloliitto/3286x.png
NCC Puujalat,
Nekalan Pallo,https://cdn.torneopal.net/logo/palloliitto/3166x.png
NEON LIGHTS,
Nerazzurro,
Neste,
Neuvostoliitto,https://cdn.torneopal.net/logo/palloliitto/5272x.png
Nice Futis,https://cdn.torneopal.net/logo/palloliitto/3059x.png
Niemen Pallo,https://cdn.torneopal.net/logo/palloliitto/4613x.png
Niemisen Urheilijat,https://cdn.torneopal.net/logo/palloliitto/2967x.png
Niilon Pojat,
Nikinmäki United,https://cdn.torneopal.net/logo/palloliitto/5176x.png
NiKy,https://cdn.torneopal.net/logo/palloliitto/1094x.png
Nilsiän Pallo-Haukat,https://cdn.torneopal.net/logo/palloliitto/2968x.png
Nimettömät,https://cdn.torneopal.net/logo/palloliitto/5098x.png
Nokian Palloseura,https://cdn.torneopal.net/logo/palloliitto/2839x.png
NOKIAN PYRY,https://cdn.torneopal.net/logo/palloliitto/2840x.png
Nokkelin Kikka,https://cdn.torneopal.net/logo/palloliitto/5443x.png
Noormarkun Koitto,https://cdn.torneopal.net/logo/palloliitto/3060x.png
NopeeHanska,
Nordea,https://cdn.torneopal.net/logo/palloliitto/949x.png
Norja,https://cdn.torneopal.net/logo/palloliitto/3433x.png
Norrvalla Fotbollsförening,https://cdn.torneopal.net/logo/palloliitto/175x.png
Norsunkaatajat,
Nouseva Laaka,https://cdn.torneopal.net/logo/palloliitto/2661x.png
NuKi United,https://cdn.torneopal.net/logo/palloliitto/4081x.png
Nummelan Palloseura,https://cdn.torneopal.net/logo/palloliitto/73x.png
Nummen Hukat,https://cdn.torneopal.net/logo/palloliitto/2662x.png
Nuoret Tulessa,https://cdn.torneopal.net/logo/palloliitto/5648x.png
Nurmijärven Jalkapalloseura,https://cdn.torneopal.net/logo/palloliitto/65x.png
NURMON PALLO,https://cdn.torneopal.net/logo/palloliitto/3448x.png
Nykarleby Idrottsklubb,https://cdn.torneopal.net/logo/palloliitto/3008x.png
Näsijärvenkadun Mieslaulajat,
Nöyhdän Maila,https://cdn.torneopal.net/logo/palloliitto/4616x.png
O.T.R AFC,https://cdn.torneopal.net/logo/palloliitto/4617x.png
Ohranjyvän Tiikerit,
Oi Hiisi On,
OJy,https://cdn.torneopal.net/logo/palloliitto/867x.png
Olarin Kiksi,https://cdn.torneopal.net/logo/palloliitto/2663x.png
Olarin Tarmo -77,https://cdn.torneopal.net/logo/palloliitto/2664x.png
Old Tsars,https://cdn.torneopal.net/logo/palloliitto/5090x.png
OLVASTIN TANA,https://cdn.torneopal.net/logo/palloliitto/4918x.png
OLYMPIAKOS TAMPERE,
Oman,https://cdn.torneopal.net/logo/palloliitto/5299x.png
OP Koti,
Opetuslapaset,https://cdn.torneopal.net/logo/palloliitto/4619x.png
Original FC,
Orimattilan Pedot,https://cdn.torneopal.net/logo/palloliitto/117x.png
Oripään Urheilijat,https://cdn.torneopal.net/logo/palloliitto/3075x.png
ORIVEDEN TUISKU,https://cdn.torneopal.net/logo/palloliitto/2841x.png
Os Guerreiros,
Osuma,https://cdn.torneopal.net/logo/palloliitto/1096x.png
Otavan Viesti,https://cdn.torneopal.net/logo/palloliitto/3206x.png
Otränad IFK,
OTTOMANIA,
OULA,https://cdn.torneopal.net/logo/palloliitto/1097x.png
Oulaisten Huima,https://cdn.torneopal.net/logo/palloliitto/3009x.png
Oulaisten Palloladyt,
OULULLÄÄNINPALLO,
Oulullääninpallo,
Oulun edustusjalkapallo AC Oulu,https://cdn.torneopal.net/logo/palloliitto/3458x.png
Oulun Energia,
OULUN EROTUOMARIKERHO,
Oulun Harrastefutis,https://cdn.torneopal.net/logo/palloliitto/3655x.png
OULUN JALKAPALLOKLUBI,https://cdn.torneopal.net/logo/palloliitto/3257x.png
Oulun Kattopalvelu,
Oulun Luistinseura,https://cdn.torneopal.net/logo/palloliitto/2935x.png
Oulun Lääketieteellinen Kilta,https://cdn.torneopal.net/logo/palloliitto/3417x.png
Oulun Mafia,
Oulun Naisfutis,https://cdn.torneopal.net/logo/palloliitto/2936x.png
OULUN PALLOSEURA - JALKAPALLO,https://cdn.torneopal.net/logo/palloliitto/3211x.png
Oulun Palloseura-jalkapallojuniorit,
OULUN REIPAS,https://cdn.torneopal.net/logo/palloliitto/3259x.png
Oulun Tarmo,https://cdn.torneopal.net/logo/palloliitto/3260x.png
Oulun Työväen Palloilijat,https://cdn.torneopal.net/logo/palloliitto/2938x.png
Oulun työväen palloilijat juniorit,https://cdn.torneopal.net/logo/palloliitto/5589x.png
Oulun Työväen Palloilijat naiset,https://cdn.torneopal.net/logo/palloliitto/5377x.png
OULUN VANKILA,
Oulunsalon Pallo,https://cdn.torneopal.net/logo/palloliitto/2939x.png
Outokummun Pallo -84,https://cdn.torneopal.net/logo/palloliitto/2969x.png
OYS VAPARI,
Paattisten Pamaus,https://cdn.torneopal.net/logo/palloliitto/3293x.png
Paimion Haka,https://cdn.torneopal.net/logo/palloliitto/2871x.png
Paistilan Pallo,https://cdn.torneopal.net/logo/palloliitto/4620x.png
Pajamäen Pallo-Veikot,https://cdn.torneopal.net/logo/palloliitto/133x.png
Pakkalan Palloseura,https://cdn.torneopal.net/logo/palloliitto/189x.png
Palikkapojut,https://cdn.torneopal.net/logo/palloliitto/4621x.png
Pallas,https://cdn.torneopal.net/logo/palloliitto/379x.png
Pallo and the Boys,
PALLO-EXODUS JANAKKALA,https://cdn.torneopal.net/logo/palloliitto/3276x.png
Pallo-Iirot,https://cdn.torneopal.net/logo/palloliitto/3061x.png
Pallo-Kerho 37,https://cdn.torneopal.net/logo/palloliitto/2970x.png
Pallo-Peikot,https://cdn.torneopal.net/logo/palloliitto/3232x.png
Pallo-Pojat,https://cdn.torneopal.net/logo/palloliitto/581x.png
Pallo-Pojat Juniorit,https://cdn.torneopal.net/logo/palloliitto/52x.png
Pallo-Sepot 44,https://cdn.torneopal.net/logo/palloliitto/3169x.png
Pallokerho Keski-Uusimaa,https://cdn.torneopal.net/logo/palloliitto/63x.png
Pallokerho-09 Hyvinkää,https://cdn.torneopal.net/logo/palloliitto/2790x.png
Pallokerho-35,https://cdn.torneopal.net/logo/palloliitto/4x.png
Pallokerho-50,https://cdn.torneopal.net/logo/palloliitto/2667x.png
Pallokissat Kuopio,https://cdn.torneopal.net/logo/palloliitto/2971x.png
Palloseura Kemi Kings,https://cdn.torneopal.net/logo/palloliitto/2940x.png
PALLOSEURA TRIKIINIT,https://cdn.torneopal.net/logo/palloliitto/535x.png
Palokan Riento,https://cdn.torneopal.net/logo/palloliitto/3039x.png
Palosaaren Urheiluseura,https://cdn.torneopal.net/logo/palloliitto/3456x.png
Pantterit,https://cdn.torneopal.net/logo/palloliitto/4622x.png
PAPERITÄHDET,
Parainen TEAM-82,https://cdn.torneopal.net/logo/palloliitto/3386x.png
Pargas Idrottsförening,https://cdn.torneopal.net/logo/palloliitto/2872x.png
PARIKKALAN URHEILIJAT,https://cdn.torneopal.net/logo/palloliitto/4192x.png
Parkanon Ponteva,
Parkunmäen Apassit,https://cdn.torneopal.net/logo/palloliitto/2843x.png
Parmaharjun Toivo,
PAROLAN VISA,https://cdn.torneopal.net/logo/palloliitto/2844x.png
Parru,https://cdn.torneopal.net/logo/palloliitto/3415x.png
Pars United F.C,https://cdn.torneopal.net/logo/palloliitto/5991x.png
Partizani Kallio,https://cdn.torneopal.net/logo/palloliitto/3630x.png
Pasilan Pallo-Pasit,https://cdn.torneopal.net/logo/palloliitto/3414x.png
Pattijoen Tempaus,
PAVE,https://cdn.torneopal.net/logo/palloliitto/430x.png
Pedersöre Fotbollsförening,https://cdn.torneopal.net/logo/palloliitto/3010x.png
Pedesi Vikings Football Club,https://cdn.torneopal.net/logo/palloliitto/5383x.png
Pehmeet ja Märät,https://cdn.torneopal.net/logo/palloliitto/5384x.png
Peimari United,https://cdn.torneopal.net/logo/palloliitto/2873x.png
Pekingin Mysteeri,https://cdn.torneopal.net/logo/palloliitto/2736x.png
PEKSIN POJAT,https://cdn.torneopal.net/logo/palloliitto/4624x.png
PEKSIN POJAT,
Peli-Karhut,https://cdn.torneopal.net/logo/palloliitto/2907x.png
Peli-Veikot,https://cdn.torneopal.net/logo/palloliitto/2669x.png
Pelinaiset,https://cdn.torneopal.net/logo/palloliitto/2758x.png
Pellon Ponsi,https://cdn.torneopal.net/logo/palloliitto/4229x.png
Peltsun Pyllistys,https://cdn.torneopal.net/logo/palloliitto/4625x.png
Pensala Ungdomsförening,https://cdn.torneopal.net/logo/palloliitto/3242x.png
Pentinkadun Pallo,
Pepe Fan Club,
Pepo Lappeenranta,https://cdn.torneopal.net/logo/palloliitto/2908x.png
Perhon Pallo,
Perjantaipojat,https://cdn.torneopal.net/logo/palloliitto/3719x.png
Perniön Urheilijat,https://cdn.torneopal.net/logo/palloliitto/2874x.png
Perros gordos,
Perttelin Peikot,https://cdn.torneopal.net/logo/palloliitto/3077x.png
PERTUNMAAN PONNISTAJAT,
Peru,https://cdn.torneopal.net/logo/palloliitto/5300x.png
Peräkylän Pallo,https://cdn.torneopal.net/logo/palloliitto/5568x.png
Perämeren Sepät,
Pessoas Boas,https://cdn.torneopal.net/logo/palloliitto/5818x.png
Petalax Idrottsklubb,https://cdn.torneopal.net/logo/palloliitto/459x.png
Peterin Pojat,https://cdn.torneopal.net/logo/palloliitto/4627x.png
Peto United,https://cdn.torneopal.net/logo/palloliitto/6878x.png
Petsamon Kanuuna,https://cdn.torneopal.net/logo/palloliitto/4628x.png
Petsamon Kanuuna,
Petäjäveden Petäjäiset,https://cdn.torneopal.net/logo/palloliitto/3040x.png
PFC Käpytikka,https://cdn.torneopal.net/logo/palloliitto/4629x.png
Piano Allstars,https://cdn.torneopal.net/logo/palloliitto/5887x.png
Pielaveden Sampo,
Pihlavan Työväen Urheilijat,https://cdn.torneopal.net/logo/palloliitto/3062x.png
Pihtipolvet,
Piikkiön Kehitys,https://cdn.torneopal.net/logo/palloliitto/5575x.png
Piikkiön Palloseura,https://cdn.torneopal.net/logo/palloliitto/2875x.png
Pikkupässit,https://cdn.torneopal.net/logo/palloliitto/4630x.png
PINGUT,https://cdn.torneopal.net/logo/palloliitto/4899x.png
Pink Ladies,https://cdn.torneopal.net/logo/palloliitto/1182x.png
Pints and Pisco FC,
Pirkanmaan taitourheilijat,
Pirkkalan Jalkapalloklubi,https://cdn.torneopal.net/logo/palloliitto/36x.png
PISPALAN PONNISTUS-79,https://cdn.torneopal.net/logo/palloliitto/3174x.png
Pitäjänmäen Tarmo,https://cdn.torneopal.net/logo/palloliitto/524x.png
PK Luu,https://cdn.torneopal.net/logo/palloliitto/4631x.png
PK-35 Vantaa,https://cdn.torneopal.net/logo/palloliitto/2666x.png
PK-Äijä fudis,https://cdn.torneopal.net/logo/palloliitto/3491x.png
PKL,https://cdn.torneopal.net/logo/palloliitto/4632x.png
PKS United,https://cdn.torneopal.net/logo/palloliitto/5862x.png
Playboys,https://cdn.torneopal.net/logo/palloliitto/3985x.png
Pleb FC,
Plikat,https://cdn.torneopal.net/logo/palloliitto/4633x.png
PoFu United,https://cdn.torneopal.net/logo/palloliitto/6062x.png
Pohde Vapari ry,
Pohjantien Pallo,https://cdn.torneopal.net/logo/palloliitto/5428x.png
Pohjois-Espoon Ponsi,https://cdn.torneopal.net/logo/palloliitto/93x.png
Pohjois-Haagan Urheilijat FC POHU,https://cdn.torneopal.net/logo/palloliitto/2x.png
Pohjois-Irlanti,https://cdn.torneopal.net/logo/palloliitto/4234x.png
Pohjois-Makedonia,https://cdn.torneopal.net/logo/palloliitto/4033x.png
Pohjois-Nokian Urheilijat Ballklubben,https://cdn.torneopal.net/logo/palloliitto/3175x.png
Pohjoiskaarre,
Pohjolan Hurjin,https://cdn.torneopal.net/logo/palloliitto/5886x.png
Pohjolan OP,
Pojasta Polvi Paranee,https://cdn.torneopal.net/logo/palloliitto/5789x.png
PoJat,https://cdn.torneopal.net/logo/palloliitto/4634x.png
Polin Pallo,https://cdn.torneopal.net/logo/palloliitto/5535x.png
POLVIJÄRVEN PALLOSEURA-78,https://cdn.torneopal.net/logo/palloliitto/3227x.png
POMARKUN URA,https://cdn.torneopal.net/logo/palloliitto/3577x.png
Ponkilan Jantterit,https://cdn.torneopal.net/logo/palloliitto/6151x.png
Ponkilan Pantterit,https://cdn.torneopal.net/logo/palloliitto/3442x.png
Ponnistus Pinnistys,
Popiniemen Ponnistus,https://cdn.torneopal.net/logo/palloliitto/3327x.png
Popniitti,https://cdn.torneopal.net/logo/palloliitto/5097x.png
Popniitti,
Popula-Team 90,https://cdn.torneopal.net/logo/palloliitto/3685x.png
Porin Erotuomarit-53,
Porin Palloilijat,https://cdn.torneopal.net/logo/palloliitto/3271x.png
Porkkalan Palloveikot,https://cdn.torneopal.net/logo/palloliitto/5429x.png
Porrassalmen Urheilijat -62,https://cdn.torneopal.net/logo/palloliitto/2909x.png
Portugali,https://cdn.torneopal.net/logo/palloliitto/4035x.png
POSTIN PALLOT,
POTKU -79,https://cdn.torneopal.net/logo/palloliitto/3212x.png
Priima Palloilijat JK,https://cdn.torneopal.net/logo/palloliitto/5556x.png
PRIME SALES,
Pro Evolution Scorers,https://cdn.torneopal.net/logo/palloliitto/1099x.png
Pro Ratas,
Promethor,
PS Gemi,https://cdn.torneopal.net/logo/palloliitto/5603x.png
PSOAS Connect,
Pudis,
Puijon Pallo/Kultakoevet,https://cdn.torneopal.net/logo/palloliitto/3201x.png
Puistola City,
Puistolan Urheilijat,https://cdn.torneopal.net/logo/palloliitto/3x.png
Puistopelit,https://cdn.torneopal.net/logo/palloliitto/4638x.png
Puksu United,https://cdn.torneopal.net/logo/palloliitto/5088x.png
Puleward City,https://cdn.torneopal.net/logo/palloliitto/4175x.png
Puleward City,
Pulimettä Wednesday,https://cdn.torneopal.net/logo/palloliitto/6099x.png
Pulkkila Seagulls,https://cdn.torneopal.net/logo/palloliitto/5720x.png
Pullo-Veikot,
Pullonalle AFC,
Pulmuset,https://cdn.torneopal.net/logo/palloliitto/2754x.png
Punainen Mylly,https://cdn.torneopal.net/logo/palloliitto/2802x.png
Punavuoren Pallo,https://cdn.torneopal.net/logo/palloliitto/552x.png
Puola,https://cdn.torneopal.net/logo/palloliitto/4036x.png
Puotinkylän Valtti,https://cdn.torneopal.net/logo/palloliitto/10x.png
Purha,https://cdn.torneopal.net/logo/palloliitto/2895x.png
Puristo FC,https://cdn.torneopal.net/logo/palloliitto/4639x.png
Putoava Lehti,https://cdn.torneopal.net/logo/palloliitto/1100x.png
PUUJALAT,
Puujalat Oulu,
Puujalkapalloklubi,https://cdn.torneopal.net/logo/palloliitto/4640x.png
Puuppola Predators,
PwC,https://cdn.torneopal.net/logo/palloliitto/1164x.png
Pyhäjärven Pohti,https://cdn.torneopal.net/logo/palloliitto/3627x.png
PyPS,https://cdn.torneopal.net/logo/palloliitto/5715x.png
PYYNIKIN PELIKAANIT,
Pyynikintorin Juna,https://cdn.torneopal.net/logo/palloliitto/5241x.png
Pyärä,https://cdn.torneopal.net/logo/palloliitto/4641x.png
Päntäneen Nuorisoseura,https://cdn.torneopal.net/logo/palloliitto/3942x.png
Päätypojat,https://cdn.torneopal.net/logo/palloliitto/2534x.png
Pöllönsilmä,https://cdn.torneopal.net/logo/palloliitto/4642x.png
Pöytyän Kaima,https://cdn.torneopal.net/logo/palloliitto/3718x.png
Pöytyän Karhunkaatajat,
Qatar,https://cdn.torneopal.net/logo/palloliitto/5301x.png
Qppis,https://cdn.torneopal.net/logo/palloliitto/4643x.png
RAASEPORIN HARRASTELIIKUNTA,https://cdn.torneopal.net/logo/palloliitto/5032x.png
Ragnarin Sotilaat,
Raisio Futis,https://cdn.torneopal.net/logo/palloliitto/2876x.png
Raision Pelimiehet,https://cdn.torneopal.net/logo/palloliitto/5666x.png
Raision Ryhti,https://cdn.torneopal.net/logo/palloliitto/3389x.png
Raisu Lumous,https://cdn.torneopal.net/logo/palloliitto/1256x.png
RAIVO,https://cdn.torneopal.net/logo/palloliitto/4644x.png
Rajakylän Pallo,https://cdn.torneopal.net/logo/palloliitto/5518x.png
